OrderID,CustomerID,ProductID,RegionCode,Order Date,Quantity,Unit Price (NGN),Discount %,Shipping Cost (NGN),Payment Method,Status,Sales Rep,Notes
ORD-02318,C0409,P001,R04,22-05-22,8,555742,0.15,3429,Cash,Completed,Uche Eze,
ORD-00717,C0299,P002,R08,01-06-22,42,60217,0,7405,Cheque,Returned,Yakubu Idris,
ORD-01185,C0092,P009,R10,05-04-21,19,35136,0,2602,Cash,Completed,Zainab Aliyu,Paid On Delivery
ORD-01446,C0746,P012,R06,08-10-23,21,11859,0,868,POS,Completed,Emeka Obi,
ORD-02628,C1196,P007,R13,21-10-23,39,3854,0,2552,POS,Returned,Suleiman Ringim,Partial Payment
ORD-01037,C0147,P001,R13,17-02-22,10,564503,0,2603,Cash,Completed,Adamu Yusuf,Partial Payment
ORD-00315,C0666,P013,R13,03-07-22,0,203829,0.05,1562,Cash,Completed,Adamu Yusuf,
ORD-00719,C0525,P003,R12,03-08-21,21,22637,0.15,4843,Cheque,Pending,Hauwa Gombe,
ORD-01861,C0048,P001,R05,04-07-23,18,554361,0.15,2711,Bank Transfer,Pending,Ngozi Obiora,Partial Payment
ORD-01049,C0883,P002,R03,27-06-22,41,78651,0.05,4654,Cash,Completed,Seun Bello,
ORD-02516,C0858,P003,R08,01-11-23,12,23300,0.2,4599,Bank Transfer,Returned,Yakubu Idris,Urgent Delivery
ORD-01032,C0703,P011,R05,23-11-21,32,5753,0.1,5116,Cash,Returned,Uche Eze,Partial Payment
ORD-01577,C0759,P019,R02,01-07-22,28,88810,0.05,733,Cash,Completed,Seun Bello,VIP Customer
ORD-02162,C0755,P018,R13,21-07-21,42,132408,0,4173,Bank Transfer,Pending,Hauwa Gombe,
ORD-01806,C0304,P001,R08,04-08-22,33,556019,0.05,2143,Cash,Completed,Musa Danladi,
ORD-01253,C0347,P009,R11,10-06-21,10,53220,0,1799,Cheque,Pending,Kabiru Musa,
ORD-02009,C0139,P002,R07,06-12-23,13,68783,0.05,2867,Bank Transfer,Completed,Efemena Oghenekaro,Bulk Order
ORD-02389,C0571,P007,R02,24-02-22,28,11057,0.05,5132,Cash,Pending,Tunde Afolabi,Corporate Discount
ORD-01277,C0410,P014,R03,05-11-21,36,19487,0.1,6350,Cheque,Cancelled,Lanre Ojo,
ORD-00972,C0503,P018,R08,07-02-23,47,126360,0,2039,POS,Pending,Yakubu Idris,
ORD-01572,C1133,P013,R11,27-11-22,16,198438,0.15,7276,POS,Completed,Kabiru Musa,VIP Customer
ORD-01073,C0027,P017,R07,26-04-21,43,140922,0.15,5307,POS,Completed,Efemena Oghenekaro,
ORD-01842,C1002,P019,R03,16-02-22,16,99086,0.15,864,Cash,Completed,Lanre Ojo,
ORD-02816,C0579,P008,R11,03-10-21,38,95194,0,3998,Bank Transfer,Pending,Zainab Aliyu,Return Requested
ORD-02786,C0372,P014,R07,04-01-23,27,12003,0.2,1438,Cheque,Pending,Tonye Peterside,
ORD-02690,C0701,P009,R07,13-01-22,40,39937,0.2,7995,Cash,Cancelled,Efemena Oghenekaro,
ORD-01785,C0475,P010,R03,27-03-22,8,13874,0.15,4909,POS,Pending,Lanre Ojo,VIP Customer
ORD-02716,C0960,P015,R09,30-09-22,4,290989,0,6034,POS,Completed,Musa Danladi,
ORD-01291,C0011,P003,R08,20-05-23,14,20610,0.2,734,POS,Completed,Yakubu Idris,Corporate Discount
ORD-00494,C0270,P017,R01,11-03-21,17,138548,0,4585,POS,Completed,Tunde Afolabi,
ORD-02764,C0811,P001,R05,31-07-21,20,561466,0.1,506,Bank Transfer,Completed,Ngozi Obiora,Bulk Order
ORD-00595,C1002,P001,R04,26-12-21,40,556751,0,4156,Cash,Completed,Ngozi Obiora,
ORD-00630,C1037,P007,R06,24-09-23,1,14119,0.2,7057,POS,Returned,Emeka Obi,VIP Customer
ORD-00555,C0348,P015,R09,23-06-23,9,280661,0.15,2563,POS,Completed,Bose Adama,
ORD-01464,C0334,P008,R12,27-01-21,11,95543,0.1,6122,Cheque,Pending,Adamu Yusuf,Corporate Discount
ORD-01172,C0570,P018,R10,23-04-22,8,127214,0.05,7215,POS,Cancelled,Kabiru Musa,VIP Customer
ORD-02916,C0828,P010,R06,28-04-23,7,13424,0,2390,POS,Cancelled,Tonye Peterside,VIP Customer
ORD-00358,C0627,P003,R07,22-05-21,30,22353,0,1982,Bank Transfer,Completed,Efemena Oghenekaro,
ORD-02058,C0912,P015,R13,14-08-23,14,282286,0,547,POS,Completed,Suleiman Ringim,Partial Payment
ORD-00518,C1046,P018,R05,24-01-21,44,116056,0,4911,POS,Completed,Amaka Nwosu,Paid On Delivery
ORD-01892,C0051,P018,R11,28-03-22,12,121032,0,6271,Cash,Cancelled,Kabiru Musa,Bulk Order
ORD-00337,C1059,P001,R02,28-12-23,18,550841,0,2140,Cheque,Returned,Seun Bello,Paid On Delivery
ORD-02663,C0944,P012,R03,18-12-22,15,25114,0,1057,POS,Pending,Lanre Ojo,Urgent Delivery
ORD-01280,C0839,P003,R10,03-01-21,0,30233,0,2173,Cash,Returned,Kabiru Musa,
ORD-02464,C0718,P016,R11,25-04-23,3,260425,0.1,2918,POS,Completed,Fatima Umar,Partial Payment
ORD-01993,C0922,P008,R03,21-12-22,35,97108,0.15,2556,Cash,Pending,Tunde Afolabi,Corporate Discount
ORD-01629,C0967,P009,R09,20-02-21,48,39947,0.1,6369,Bank Transfer,Completed,Bose Adama,
ORD-01992,C0096,P007,R09,10-08-21,29,9386,0,7320,Bank Transfer,Cancelled,Musa Danladi,
ORD-01465,C0677,P010,R01,26-09-21,41,20806,0.15,2381,Bank Transfer,Cancelled,Tunde Afolabi,
ORD-01415,C1062,P002,R06,09-04-22,35,60516,0.15,4516,POS,Pending,Efemena Oghenekaro,
ORD-01307,C0585,P011,R10,16-04-21,33,11421,0.2,7760,Bank Transfer,Pending,Zainab Aliyu,Partial Payment
ORD-00321,C0777,P007,R04,13-02-23,5,1000,0.05,4258,Bank Transfer,Cancelled,Uche Eze,Urgent Delivery
ORD-02367,C0622,P018,R07,22-02-22,15,129007,0,6456,Cash,Completed,Tonye Peterside,VIP Customer
ORD-02356,C0974,P007,R03,08-07-22,23,1000,0,2079,Cash,Pending,Seun Bello,Urgent Delivery
ORD-01889,C0539,P004,R10,20-03-22,45,129125,0.1,5674,Cash,Returned,Fatima Umar,Bulk Order
ORD-01575,C0909,P005,R08,07-04-23,26,160532,0.2,7799,Cheque,Returned,Bose Adama,
ORD-00065,C0074,P013,R10,20-03-21,40,204195,0,4421,POS,Cancelled,Zainab Aliyu,Urgent Delivery
ORD-01404,C0015,P007,R13,18-07-22,47,5853,0.15,5390,Bank Transfer,Completed,Adamu Yusuf,VIP Customer
ORD-02787,C0029,P012,R03,08-05-21,39,19711,0.05,2713,Bank Transfer,Pending,Lanre Ojo,VIP Customer
ORD-02869,C0520,P003,R03,31-08-21,41,32684,0.2,2520,POS,Completed,Seun Bello,
ORD-02679,C0344,P020,R07,28-01-22,26,78191,0.2,4709,Cash,Pending,Efemena Oghenekaro,
ORD-02574,C0083,P017,R06,26-07-22,45,137073,0,7594,Bank Transfer,Pending,Efemena Oghenekaro,
ORD-00600,C0163,P020,R08,07-10-21,26,78827,0,1712,Cash,Pending,Bose Adama,Corporate Discount
ORD-00190,C0459,P007,R12,29-03-21,16,16191,0,6880,Cash,Cancelled,Suleiman Ringim,
ORD-01752,C0965,P017,R12,06-01-22,46,145896,0.2,6147,POS,Completed,Adamu Yusuf,
ORD-01482,C1092,P015,R07,26-09-21,40,279846,0.1,7009,Bank Transfer,Pending,Tonye Peterside,Paid On Delivery
ORD-02111,C0890,P015,R01,30-08-23,18,285754,0,7478,Cash,Completed,Ronke Adeyemi,
ORD-01588,C0337,P020,R02,02-08-21,20,64768,0,7347,Cash,Cancelled,Ronke Adeyemi,Bulk Order
ORD-01754,C0727,P018,R02,19-07-22,35,127101,0.05,1799,Bank Transfer,Completed,Lanre Ojo,
ORD-00365,C0174,P009,R03,25-06-23,13,53666,0,7274,POS,Completed,Ronke Adeyemi,Urgent Delivery
ORD-02912,C0731,P016,R11,30-11-22,41,261234,0.15,7950,Cheque,Completed,Fatima Umar,Partial Payment
ORD-01124,C0133,P008,R09,03-02-22,37,96267,0,4392,Bank Transfer,Pending,Bose Adama,
ORD-01213,C0204,P003,R02,28-08-21,25,36985,0,955,Bank Transfer,Pending,Unassigned,Urgent Delivery
ORD-00096,C0241,P014,R11,19-01-22,21,3341,0.1,5627,Cheque,Completed,Fatima Umar,
ORD-01883,C0617,P015,R01,11-08-22,47,278468,0.15,2870,Cheque,Pending,Tunde Afolabi,Bulk Order
ORD-02392,C0232,P014,R05,08-07-21,23,5776,0.05,3884,Cheque,Completed,Amaka Nwosu,Bulk Order
ORD-00370,C1198,P002,R01,13-01-23,3,62514,0,2890,Cash,Pending,Seun Bello,Partial Payment
ORD-01170,C0356,P019,R01,09-11-21,44,86301,0.2,5684,Cash,Completed,Seun Bello,Bulk Order
ORD-00889,C0604,P016,R04,16-12-22,6,262491,0.15,1518,Bank Transfer,Completed,Chidi Okonkwo,Bulk Order
ORD-02931,C0715,P014,R11,01-03-23,4,21602,0.15,844,POS,Completed,Fatima Umar,Return Requested
ORD-00592,C0270,P001,R04,17-02-21,9,561751,0.15,1609,Bank Transfer,Pending,Chidi Okonkwo,Paid On Delivery
ORD-00240,C0061,P008,R13,24-12-22,11,103072,0.05,2232,Cheque,Returned,Suleiman Ringim,Bulk Order
ORD-02113,C0670,P008,R04,03-07-21,44,102307,0,2291,POS,Pending,Amaka Nwosu,Return Requested
ORD-00378,C0121,P003,R06,21-08-21,14,24090,0.15,6205,Bank Transfer,Completed,Emeka Obi,Urgent Delivery
ORD-01014,C0477,P019,R10,19-11-23,15,85856,0,2736,Cash,Returned,Fatima Umar,VIP Customer
ORD-00034,C0313,P009,R08,31-01-23,17,51939,0,4833,Bank Transfer,Pending,Yakubu Idris,Bulk Order
ORD-01150,C0026,P019,R11,27-04-22,29,85807,0,596,Bank Transfer,Pending,Fatima Umar,Corporate Discount
ORD-01217,C0622,P007,R12,27-11-23,38,3530,0.15,4314,Cheque,Pending,Suleiman Ringim,
ORD-02283,C1058,P017,R06,07-03-21,9,150081,0,1749,Cash,Completed,Tonye Peterside,Paid On Delivery
ORD-01506,C0243,P001,R08,04-09-22,37,561599,0,6553,Cash,Pending,Unassigned,
ORD-02652,C1069,P009,R09,24-11-23,28,42467,0.15,5395,Cash,Completed,Bose Adama,Partial Payment
ORD-01416,C0284,P013,R01,30-08-23,13,202165,0.05,4254,Cheque,Pending,Lanre Ojo,Corporate Discount
ORD-00298,C0143,P003,R09,06-10-21,47,38769,0.05,3723,POS,Completed,Bose Adama,Urgent Delivery
ORD-00452,C0085,P017,R06,17-09-23,38,142054,0,7116,Cash,Cancelled,Tonye Peterside,
ORD-01660,C0785,P018,R11,23-04-21,19,133407,0,5671,Bank Transfer,Completed,Fatima Umar,Corporate Discount
ORD-02704,C0239,P002,R02,12-07-23,5,67879,0.2,7814,Bank Transfer,Returned,Tunde Afolabi,Partial Payment
ORD-02390,C0769,P018,R06,07-12-23,50,116916,0,6928,POS,Pending,Efemena Oghenekaro,Paid On Delivery
ORD-02544,C0938,P005,R10,17-11-22,13,148130,0,3426,Bank Transfer,Pending,Fatima Umar,Return Requested
ORD-01579,C0068,P003,R05,09-05-23,3,24064,0.05,783,POS,Pending,Ngozi Obiora,Partial Payment
ORD-00941,C1030,P012,R10,15-10-22,34,28702,0,7820,Cash,Completed,Kabiru Musa,
ORD-02783,C0148,P014,R04,02-04-21,36,19579,0.1,4299,Cheque,Completed,Ngozi Obiora,VIP Customer
ORD-02253,C1119,P002,R08,24-12-21,4,70369,0.05,1376,Cash,Cancelled,Bose Adama,
ORD-02448,C0849,P013,R04,19-08-23,12,200854,0,1317,POS,Pending,Amaka Nwosu,
ORD-02779,C0338,P009,R12,07-01-21,35,39166,0.2,4615,Cash,Returned,Suleiman Ringim,
ORD-02545,C1049,P017,R03,04-11-22,44,143825,0.2,4522,POS,Completed,Tunde Afolabi,Bulk Order
ORD-00968,C0108,P016,R12,30-03-23,28,256362,0,3042,Bank Transfer,Completed,Adamu Yusuf,VIP Customer
ORD-01178,C0525,P016,R03,05-06-22,33,250582,0,3382,Cash,Pending,Tunde Afolabi,Paid On Delivery
ORD-02326,C0043,P020,R08,16-08-22,24,67461,0,1177,POS,Completed,Musa Danladi,Partial Payment
ORD-00032,C0332,P016,R06,30-11-22,27,256789,0,922,POS,Pending,Emeka Obi,VIP Customer
ORD-01446,C0746,P012,R06,08-10-23,21,11859,0,868,POS,Completed,Emeka Obi,
ORD-01144,C0118,P001,R07,19-05-23,20,561376,0.05,5321,POS,Cancelled,Emeka Obi,Bulk Order
ORD-02102,C0240,P019,R10,20-05-23,41,83488,0.15,5181,Cash,Cancelled,Zainab Aliyu,
ORD-00392,C0732,P007,R04,24-11-21,41,1000,0,6617,Bank Transfer,Completed,Ngozi Obiora,VIP Customer
ORD-00687,C0849,P007,R10,11-05-23,1,11283,0.15,2874,Bank Transfer,Returned,Fatima Umar,Corporate Discount
ORD-01134,C0060,P011,R01,12-11-21,15,1485,0,847,Bank Transfer,Completed,Tunde Afolabi,
ORD-00946,C0150,P019,R06,11-10-21,30,86882,0.15,7568,Bank Transfer,Returned,Efemena Oghenekaro,Return Requested
ORD-00394,C0903,P016,R01,09-07-23,10,256696,0.05,2446,Cheque,Completed,Lanre Ojo,
ORD-01141,C0531,P011,R03,04-08-22,28,2858,0.2,4401,POS,Cancelled,Seun Bello,Partial Payment
ORD-00762,C0052,P001,R09,06-12-21,38,552386,0,2116,Cash,Completed,Musa Danladi,Urgent Delivery
ORD-02476,C0276,P011,R10,15-08-22,43,7488,0.1,4719,Bank Transfer,Completed,Fatima Umar,
ORD-01620,C0758,P009,R01,11-12-22,9,42987,0.05,6244,Cash,Returned,Lanre Ojo,
ORD-02086,C1041,P014,R02,23-02-23,18,19489,0,5656,Bank Transfer,Pending,Ronke Adeyemi,
ORD-02862,C0087,P007,R06,26-09-21,34,1000,0.2,1259,Bank Transfer,Completed,Efemena Oghenekaro,VIP Customer
ORD-01930,C0542,P014,R03,09-07-21,21,18094,0.2,7347,POS,Returned,Ronke Adeyemi,
ORD-00015,C0733,P020,R06,22-06-23,33,76133,0.15,7189,Cheque,Pending,Emeka Obi,Paid On Delivery
ORD-02459,C0738,P008,R07,09-11-22,48,93357,0.05,6634,Bank Transfer,Returned,Emeka Obi,Paid On Delivery
ORD-00417,C0475,P010,R12,05-01-23,9,17237,0.2,1215,Bank Transfer,Completed,Suleiman Ringim,Return Requested
ORD-02213,C0487,P007,R11,05-05-21,27,6998,0,3697,Bank Transfer,Completed,Kabiru Musa,Bulk Order
ORD-00917,C0001,P013,R03,04-05-23,43,198799,0.15,4431,POS,Cancelled,Lanre Ojo,
ORD-02967,C0797,P005,R10,29-05-21,8,148444,0.2,4090,Bank Transfer,Returned,Zainab Aliyu,Bulk Order
ORD-00882,C0098,P015,R11,23-04-23,24,294505,0.15,2077,Bank Transfer,Cancelled,Zainab Aliyu,Partial Payment
ORD-01838,C0165,P006,R06,21-09-22,8,20052,0.15,5603,Cash,Pending,Emeka Obi,Corporate Discount
ORD-01886,C0910,P007,R03,17-05-21,28,4647,0,2854,Bank Transfer,Returned,Ronke Adeyemi,VIP Customer
ORD-02273,C0481,P002,R09,29-06-22,0,69152,0,655,POS,Completed,Bose Adama,Partial Payment
ORD-02291,C0896,P013,R01,29-05-23,5,207481,0.15,5966,POS,Completed,Tunde Afolabi,
ORD-01872,C0558,P011,R05,21-09-21,1,10724,0,4735,Cash,Completed,Amaka Nwosu,
ORD-00481,C0285,P004,R13,13-11-23,31,129559,0.05,1313,Cheque,Returned,Hauwa Gombe,VIP Customer
ORD-01194,C0618,P020,R13,15-04-21,4,66196,0.15,6070,Cash,Completed,Hauwa Gombe,
ORD-01959,C1165,P017,R04,16-11-22,7,142417,0.15,3611,Bank Transfer,Completed,Uche Eze,
ORD-02542,C0470,P020,R07,17-10-22,41,66495,0,7198,Bank Transfer,Pending,Tonye Peterside,Partial Payment
ORD-00756,C0859,P012,R13,27-07-23,17,22752,0,925,Bank Transfer,Pending,Hauwa Gombe,Corporate Discount
ORD-02926,C0855,P009,R06,19-01-22,2,39280,0,2841,POS,Pending,Efemena Oghenekaro,VIP Customer
ORD-01114,C0391,P006,R09,22-09-21,14,7586,0.2,4788,Cash,Completed,Musa Danladi,
ORD-01208,C0207,P002,R02,10-03-23,6,67236,0,7235,Cash,Completed,Ronke Adeyemi,Paid On Delivery
ORD-01481,C0556,P016,R04,14-04-21,28,255447,0,7968,Bank Transfer,Cancelled,Uche Eze,Partial Payment
ORD-01107,C0625,P001,R02,07-05-22,28,546165,0,4729,Cheque,Returned,Seun Bello,Corporate Discount
ORD-02180,C0869,P002,R09,11-01-22,41,63564,0,5145,POS,Completed,Yakubu Idris,VIP Customer
ORD-00341,C0188,P016,R06,26-04-21,12,261654,0,2574,Cash,Completed,Emeka Obi,Partial Payment
ORD-01181,C0782,P012,R07,24-09-23,19,19459,0,7873,POS,Pending,Efemena Oghenekaro,
ORD-00469,C0261,P016,R11,27-05-22,19,256732,0,6328,Bank Transfer,Cancelled,Zainab Aliyu,Urgent Delivery
ORD-00477,C0744,P001,R05,30-12-22,24,563150,0.05,6987,Cash,Pending,Chidi Okonkwo,
ORD-02734,C0948,P017,R12,26-06-21,44,144317,0.1,1364,Cash,Cancelled,Adamu Yusuf,Bulk Order
ORD-01811,C0529,P007,R03,27-12-22,43,14056,0.1,1095,POS,Returned,Seun Bello,Bulk Order
ORD-00781,C0030,P012,R10,30-08-22,39,26287,0,7077,Bank Transfer,Pending,Fatima Umar,
ORD-02408,C0951,P006,R12,06-06-21,34,1446,0.05,1885,POS,Completed,Adamu Yusuf,
ORD-01167,C0628,P006,R02,13-12-22,5,11217,0.2,6383,Bank Transfer,Pending,Ronke Adeyemi,
ORD-01944,C0029,P003,R11,15-07-21,26,37123,0.05,7070,POS,Completed,Zainab Aliyu,
ORD-02489,C0771,P019,R01,10-01-22,23,96797,0.15,2264,Bank Transfer,Cancelled,Ronke Adeyemi,Corporate Discount
ORD-00590,C0803,P005,R02,02-10-23,22,145542,0.2,3888,Cash,Completed,Seun Bello,
ORD-00533,C0219,P009,R12,11-03-22,10,48469,0,4129,Bank Transfer,Completed,Suleiman Ringim,Bulk Order
ORD-00149,C0912,P019,R01,26-08-23,15,90308,0.15,2506,Cash,Cancelled,Ronke Adeyemi,Urgent Delivery
ORD-00033,C0975,P002,R07,04-12-21,6,60208,0.1,1822,Cheque,Cancelled,Efemena Oghenekaro,
ORD-01956,C0762,P014,R01,30-05-23,10,8174,0,1119,Cash,Completed,Tunde Afolabi,
ORD-02219,C1122,P002,R10,16-02-22,44,75411,0,4543,Cheque,Completed,Unassigned,Corporate Discount
ORD-01205,C0817,P001,R10,04-07-22,5,554985,0,2871,Cash,Pending,Zainab Aliyu,
ORD-02808,C1148,P007,R05,23-02-22,29,6360,0,5470,Cheque,Cancelled,Uche Eze,
ORD-02028,C0269,P015,R04,22-05-22,16,283526,0.05,3161,Cash,Cancelled,Chidi Okonkwo,Partial Payment
ORD-02718,C0676,P001,R12,27-09-21,11,554894,0,6914,Cash,Returned,Hauwa Gombe,Partial Payment
ORD-02557,C0094,P005,R08,17-02-21,16,152905,0.2,3959,Cash,Pending,Bose Adama,Urgent Delivery
ORD-02908,C0159,P011,R11,18-07-22,20,13074,0.1,5486,Cash,Completed,Zainab Aliyu,
ORD-02050,C1048,P004,R06,08-04-21,2,128063,0.1,2300,Bank Transfer,Pending,Emeka Obi,
ORD-01582,C0152,P015,R02,03-12-23,15,289373,0,692,Cash,Completed,Ronke Adeyemi,VIP Customer
ORD-02899,C0051,P013,R04,08-12-23,17,200322,0.15,1116,POS,Returned,Chidi Okonkwo,Paid On Delivery
ORD-01867,C1142,P009,R01,23-04-23,13,53539,0.05,857,Cash,Pending,Lanre Ojo,Partial Payment
ORD-02739,C1038,P014,R03,23-10-23,41,9306,0,4284,POS,Cancelled,Ronke Adeyemi,
ORD-02047,C0347,P017,R04,22-09-23,20,149939,0.2,1589,POS,Cancelled,Uche Eze,Paid On Delivery
ORD-00806,C0124,P006,R03,28-08-21,9,7634,0,6625,POS,Cancelled,Lanre Ojo,Urgent Delivery
ORD-01876,C0881,P013,R05,20-05-21,45,196301,0,2235,Cheque,Pending,Ngozi Obiora,
ORD-02027,C0695,P009,R03,10-03-23,3,47323,0.05,1885,POS,Cancelled,Lanre Ojo,VIP Customer
ORD-00118,C0760,P003,R07,02-01-23,34,32611,0.05,7528,Bank Transfer,Pending,Efemena Oghenekaro,Corporate Discount
ORD-01425,C0472,P007,R11,24-05-22,34,13600,0,5442,Cheque,Completed,Fatima Umar,Return Requested
ORD-02885,C0021,P007,R01,17-01-21,13,7116,0.1,3513,Bank Transfer,Completed,Tunde Afolabi,Corporate Discount
ORD-01915,C0827,P003,R06,18-10-22,18,39996,0.2,4949,Cash,Completed,Efemena Oghenekaro,
ORD-00113,C0287,P013,R01,08-11-22,14,198798,0,4298,POS,Completed,Lanre Ojo,
ORD-02133,C0472,P018,R04,27-01-21,6,131131,0.2,3980,Cheque,Cancelled,Amaka Nwosu,VIP Customer
ORD-01860,C0352,P013,R10,27-05-21,50,200916,0.05,3951,POS,Completed,Fatima Umar,
ORD-00711,C0727,P003,R05,26-01-22,46,37149,0,1067,Bank Transfer,Returned,Ngozi Obiora,Corporate Discount
ORD-00187,C1029,P009,R09,30-08-23,14,42025,0,1379,Cheque,Returned,Bose Adama,
ORD-02863,C0275,P010,R13,03-07-22,16,12073,0.05,7450,Cash,Pending,Suleiman Ringim,Partial Payment
ORD-02629,C0033,P008,R10,28-12-22,41,90834,0.2,5125,Cash,Pending,Fatima Umar,Bulk Order
ORD-01090,C1094,P008,R02,08-05-23,34,96950,0,5232,Cheque,Completed,Ronke Adeyemi,
ORD-00325,C0921,P015,R10,20-02-23,40,294391,0,5615,Cash,Completed,Fatima Umar,VIP Customer
ORD-01965,C1007,P005,R13,18-03-22,34,150735,0,1988,POS,Pending,Unassigned,VIP Customer
ORD-01514,C0881,P014,R06,05-02-23,20,15438,0.05,4767,Cheque,Completed,Efemena Oghenekaro,Partial Payment
ORD-02852,C0129,P004,R13,17-07-22,10,131055,0.1,7428,Cash,Pending,Hauwa Gombe,Partial Payment
ORD-00618,C0552,P008,R13,15-10-22,0,103810,0.2,1328,Cash,Completed,Hauwa Gombe,
ORD-02566,C0149,P003,R10,18-11-23,25,24043,0,5578,Cash,Returned,Zainab Aliyu,Urgent Delivery
ORD-01207,C0774,P008,R10,22-03-22,44,99420,0,1788,Cheque,Cancelled,Zainab Aliyu,Urgent Delivery
ORD-02438,C0360,P002,R07,22-11-23,14,72156,0,2188,Cash,Completed,Efemena Oghenekaro,Partial Payment
ORD-00791,C0845,P017,R10,15-03-23,2,146217,0.2,2288,Bank Transfer,Pending,Kabiru Musa,
ORD-02782,C0033,P012,R03,25-11-23,29,16244,0,3693,Bank Transfer,Cancelled,Tunde Afolabi,
ORD-01680,C0816,P010,R11,06-01-23,43,29327,0.1,3030,Cash,Completed,Fatima Umar,Urgent Delivery
ORD-00700,C0648,P006,R05,25-01-22,35,4029,0,2297,POS,Completed,Unassigned,Return Requested
ORD-00507,C1109,P013,R06,12-07-22,21,209223,0.15,2564,Bank Transfer,Returned,Efemena Oghenekaro,Partial Payment
ORD-00626,C0633,P006,R07,06-11-23,38,16735,0,5828,POS,Returned,Efemena Oghenekaro,
ORD-00794,C0069,P020,R10,29-08-22,19,74650,0,3784,Bank Transfer,Completed,Kabiru Musa,Paid On Delivery
ORD-01722,C0458,P004,R09,21-04-22,33,125498,0.15,7789,POS,Completed,Bose Adama,
ORD-01499,C0500,P006,R01,14-12-23,23,9561,0,6415,Bank Transfer,Completed,Ronke Adeyemi,Paid On Delivery
ORD-02130,C0220,P013,R08,13-11-23,31,198438,0,6992,Cash,Pending,Yakubu Idris,Corporate Discount
ORD-02624,C0199,P017,R01,11-01-21,7,148481,0.05,6022,Cheque,Returned,Lanre Ojo,
ORD-00960,C0587,P015,R11,04-11-21,47,275224,0,4237,Cheque,Completed,Kabiru Musa,
ORD-00501,C0614,P001,R03,01-02-22,37,555013,0.15,3668,POS,Completed,Ronke Adeyemi,VIP Customer
ORD-01938,C0390,P004,R02,10-03-22,41,123637,0,7712,POS,Returned,Ronke Adeyemi,VIP Customer
ORD-01819,C0059,P001,R07,07-06-22,48,548554,0.1,6523,POS,Pending,Emeka Obi,Corporate Discount
ORD-02362,C1200,P019,R05,11-02-22,26,99632,0.05,2430,Cash,Pending,Chidi Okonkwo,Urgent Delivery
ORD-01298,C0359,P003,R08,17-11-23,34,28181,0.15,3919,POS,Returned,Musa Danladi,Bulk Order
ORD-00129,C0497,P008,R03,03-09-22,20,106243,0.1,2026,Cash,Pending,Lanre Ojo,
ORD-01631,C0494,P002,R12,18-02-23,2,73011,0.1,7524,Cash,Completed,Suleiman Ringim,Urgent Delivery
ORD-00250,C0825,P015,R06,03-11-21,38,294276,0,4674,Cash,Cancelled,Emeka Obi,
ORD-01349,C0035,P007,R06,29-08-21,36,2390,0,838,POS,Completed,Emeka Obi,
ORD-00230,C0579,P003,R13,01-09-23,32,26800,0,4470,Bank Transfer,Completed,Adamu Yusuf,Corporate Discount
ORD-01561,C0386,P009,R01,27-09-21,7,44255,0,4465,Cheque,Pending,Seun Bello,Urgent Delivery
ORD-01136,C0081,P020,R02,10-06-21,16,65610,0.2,566,POS,Cancelled,Seun Bello,
ORD-00614,C0030,P004,R06,23-07-22,47,116836,0.2,1956,Bank Transfer,Returned,Efemena Oghenekaro,Bulk Order
ORD-01072,C0317,P007,R09,09-05-21,47,12624,0.05,5986,POS,Cancelled,Musa Danladi,Partial Payment
ORD-01018,C0395,P005,R12,25-09-22,18,159865,0.1,7736,Bank Transfer,Pending,Suleiman Ringim,Corporate Discount
ORD-01904,C1006,P006,R02,04-04-23,6,11409,0.15,4790,Bank Transfer,Pending,Lanre Ojo,Partial Payment
ORD-01429,C0513,P018,R05,13-09-22,43,118517,0.1,1880,POS,Pending,Ngozi Obiora,
ORD-01681,C0834,P008,R07,03-05-21,15,92865,0,1706,Bank Transfer,Returned,Efemena Oghenekaro,
ORD-01957,C0762,P004,R03,11-04-22,50,125365,0,1411,POS,Completed,Seun Bello,Urgent Delivery
ORD-00537,C0147,P005,R13,29-01-22,23,163314,0,5357,Cash,Completed,Adamu Yusuf,Bulk Order
ORD-02091,C0334,P015,R03,16-10-23,26,281127,0,5510,POS,Cancelled,Lanre Ojo,Bulk Order
ORD-01148,C0471,P014,R06,06-05-23,37,18219,0,4069,Bank Transfer,Completed,Efemena Oghenekaro,Paid On Delivery
ORD-01792,C0165,P002,R06,05-08-22,48,64868,0.05,2412,Cheque,Completed,Emeka Obi,Corporate Discount
ORD-00898,C0874,P003,R02,30-01-21,44,20108,0.05,7692,Bank Transfer,Pending,Lanre Ojo,Urgent Delivery
ORD-02524,C1111,P014,R09,25-12-22,1,14336,0.15,2773,Cash,Completed,Musa Danladi,Bulk Order
ORD-02797,C0191,P009,R10,30-11-21,27,46706,0.15,717,POS,Completed,Zainab Aliyu,
ORD-02580,C0398,P019,R08,17-02-22,19,92291,0,7870,Cash,Returned,Musa Danladi,Partial Payment
ORD-00521,C1003,P002,R07,14-06-21,38,76715,0,4870,Bank Transfer,Completed,Emeka Obi,Paid On Delivery
ORD-00448,C0222,P017,R04,02-05-23,24,149624,0.15,1631,POS,Completed,Ngozi Obiora,Paid On Delivery
ORD-01661,C0278,P013,R11,27-01-23,17,202981,0.1,5510,POS,Completed,Zainab Aliyu,
